time,ambulance_pos,blocking,total_delay,spillbacks,avg_queue,throughput
0,"(1, 0)",0,14,0,0.6363636363636364,32
1,"(1, 0)",0,39,0,1.1363636363636365,72
2,"(1, 0)",0,69,0,1.3636363636363635,113
3,"(1, 0)",0,97,0,1.2727272727272727,148
4,"(1, 0)",0,138,0,1.8636363636363635,186
5,"(2, 0)",8,222,0,3.8181818181818183,190
6,"(2, 0)",7,342,0,5.454545454545454,195
7,"(2, 0)",4,505,0,7.409090909090909,200
8,"(2, 0)",1,706,0,9.136363636363637,205
9,"(2, 0)",0,943,0,10.772727272727273,208
10,"(3, 0)",9,1184,0,10.954545454545455,251
11,"(3, 0)",4,1428,0,11.090909090909092,298
12,"(3, 0)",1,1666,0,10.818181818181818,345
13,"(3, 0)",0,1910,0,11.090909090909092,391
14,"(3, 0)",0,2154,0,11.090909090909092,436
15,"(4, 0)",9,2432,0,12.636363636363637,439
16,"(4, 0)",9,2753,1,14.590909090909092,444
17,"(4, 0)",5,3112,2,16.318181818181817,449
18,"(4, 0)",1,3505,2,17.863636363636363,454
19,"(4, 0)",0,3933,4,19.454545454545453,458
20,"(4, 1)",10,4347,7,18.818181818181817,504
21,"(4, 1)",6,4763,9,18.90909090909091,551
22,"(4, 1)",4,5180,10,18.954545454545453,598
23,"(4, 1)",0,5584,11,18.363636363636363,645
24,"(4, 1)",0,5985,12,18.227272727272727,688
25,"(4, 2)",28,6417,12,19.636363636363637,688
26,"(4, 2)",25,6884,13,21.227272727272727,693
27,"(4, 2)",24,7378,14,22.454545454545453,698
28,"(4, 2)",22,7898,17,23.636363636363637,703
29,"(4, 2)",18,8441,23,24.681818181818183,708
30,"(4, 3)",28,8965,35,23.818181818181817,755
31,"(4, 3)",25,9477,37,23.272727272727273,802
32,"(4, 3)",21,9990,39,23.318181818181817,849
33,"(4, 3)",17,10502,44,23.272727272727273,896
34,"(4, 3)",13,11009,47,23.045454545454547,943
