time,ambulance_pos,blocking,total_delay,spillbacks,avg_queue,throughput
0,"(1, 0)",0,10,0,0.45454545454545453,29
1,"(1, 0)",0,39,0,1.3181818181818181,71
2,"(1, 0)",0,74,0,1.5909090909090908,113
3,"(1, 0)",0,114,0,1.8181818181818181,153
4,"(1, 0)",0,149,0,1.5909090909090908,192
5,"(2, 0)",1,235,0,3.909090909090909,194
6,"(2, 0)",1,359,0,5.636363636363637,199
7,"(2, 0)",0,514,0,7.045454545454546,201
8,"(2, 0)",0,708,0,8.818181818181818,204
9,"(2, 0)",0,947,0,10.863636363636363,208
10,"(3, 0)",13,1179,0,10.545454545454545,250
11,"(3, 0)",11,1428,0,11.318181818181818,297
12,"(3, 0)",8,1673,0,11.136363636363637,344
13,"(3, 0)",6,1915,0,11.0,391
14,"(3, 0)",3,2148,0,10.590909090909092,438
15,"(4, 0)",19,2424,0,12.545454545454545,443
16,"(4, 0)",15,2731,0,13.954545454545455,448
17,"(4, 0)",14,3073,0,15.545454545454545,453
18,"(4, 0)",11,3455,0,17.363636363636363,458
19,"(4, 0)",10,3878,0,19.227272727272727,463
20,"(4, 1)",17,4295,1,18.954545454545453,510
21,"(4, 1)",15,4705,1,18.636363636363637,557
22,"(4, 1)",11,5105,1,18.181818181818183,604
23,"(4, 1)",11,5506,1,18.227272727272727,651
24,"(4, 1)",7,5910,1,18.363636363636363,698
25,"(4, 2)",25,6354,1,20.181818181818183,703
26,"(4, 2)",21,6841,3,22.136363636363637,708
27,"(4, 2)",17,7353,9,23.272727272727273,713
28,"(4, 2)",13,7888,15,24.318181818181817,718
29,"(4, 2)",9,8444,24,25.272727272727273,723
30,"(4, 3)",23,8977,33,24.227272727272727,770
31,"(4, 3)",18,9497,37,23.636363636363637,817
32,"(4, 3)",15,10016,44,23.59090909090909,864
33,"(4, 3)",13,10518,46,22.818181818181817,911
34,"(4, 3)",10,11023,47,22.954545454545453,958
