time,ambulance_pos,blocking,total_delay,spillbacks,avg_queue,throughput
0,"(1, 0)",2,12,0,0.5217391304347826,34
1,"(1, 0)",0,28,0,0.6956521739130435,70
2,"(1, 0)",0,49,0,0.9130434782608695,109
3,"(1, 0)",0,77,0,1.2173913043478262,147
4,"(1, 0)",0,107,0,1.3043478260869565,190
5,"(2, 0)",2,177,0,3.0434782608695654,191
6,"(2, 0)",0,295,0,5.130434782608695,195
7,"(2, 0)",0,449,0,6.695652173913044,195
8,"(2, 0)",0,639,0,8.26086956521739,195
9,"(2, 0)",0,861,0,9.652173913043478,198
10,"(3, 0)",8,1085,0,9.73913043478261,243
11,"(3, 0)",7,1321,0,10.26086956521739,292
12,"(3, 0)",4,1556,0,10.217391304347826,341
13,"(3, 0)",2,1795,0,10.391304347826088,390
14,"(3, 0)",0,2018,0,9.695652173913043,435
15,"(4, 0)",0,2283,0,11.041666666666666,435
16,"(4, 0)",0,2594,0,12.958333333333334,435
17,"(4, 0)",0,2941,0,14.458333333333334,435
18,"(4, 0)",0,3334,0,16.375,435
19,"(4, 0)",0,3774,1,18.333333333333332,435
20,"(4, 1)",22,4210,3,18.166666666666668,481
21,"(4, 1)",20,4650,5,18.333333333333332,530
22,"(4, 1)",20,5094,6,18.5,579
23,"(4, 1)",18,5540,6,18.583333333333332,628
24,"(4, 1)",14,5975,8,18.125,677
25,"(4, 2)",13,6445,8,19.583333333333332,682
26,"(4, 2)",15,6953,12,21.166666666666668,687
27,"(4, 2)",13,7493,17,22.5,692
28,"(4, 2)",9,8054,22,23.375,697
29,"(4, 2)",4,8636,29,24.25,702
30,"(4, 3)",20,9195,37,23.291666666666668,750
31,"(4, 3)",17,9737,40,22.583333333333332,799
32,"(4, 3)",14,10261,43,21.833333333333332,847
33,"(4, 3)",10,10777,45,21.5,896
34,"(4, 3)",8,11279,46,20.916666666666668,945
