time,ambulance_pos,blocking,total_delay,spillbacks,avg_queue,throughput
0,"(1, 0)",3,55,0,2.2,50
1,"(1, 0)",1,155,0,4.0,102
2,"(1, 0)",0,323,0,6.72,154
3,"(1, 0)",0,542,0,8.76,203
4,"(1, 0)",0,812,0,10.8,253
5,"(2, 0)",21,1193,0,15.24,253
6,"(2, 0)",22,1662,1,18.76,258
7,"(2, 0)",21,2226,3,22.56,263
8,"(2, 0)",20,2873,7,25.88,268
9,"(2, 0)",17,3557,17,27.36,273
10,"(3, 0)",28,4218,34,26.44,326
11,"(3, 0)",24,4877,45,26.36,379
12,"(3, 0)",24,5558,60,27.24,432
13,"(3, 0)",25,6245,75,27.48,485
14,"(3, 0)",23,6933,89,27.52,538
15,"(4, 0)",30,7667,109,29.36,543
16,"(4, 0)",25,8404,132,29.48,548
17,"(4, 0)",25,9147,156,29.72,553
18,"(4, 0)",25,9892,180,29.8,558
19,"(4, 0)",23,10635,204,29.72,563
20,"(4, 1)",28,11329,228,27.76,616
21,"(4, 1)",25,12021,251,27.68,669
22,"(4, 1)",24,12715,271,27.76,722
23,"(4, 1)",20,13400,287,27.4,775
24,"(4, 1)",19,14084,302,27.36,828
25,"(4, 2)",30,14816,319,29.28,833
26,"(4, 2)",25,15549,342,29.32,838
27,"(4, 2)",25,16288,365,29.56,843
28,"(4, 2)",25,17031,387,29.72,848
29,"(4, 2)",22,17773,411,29.68,853
30,"(4, 3)",28,18465,433,27.68,906
31,"(4, 3)",25,19156,453,27.64,959
32,"(4, 3)",24,19850,472,27.76,1012
33,"(4, 3)",25,20544,488,27.76,1065
34,"(4, 3)",25,21233,502,27.56,1118
