time,ambulance_pos,blocking,total_delay,spillbacks,avg_queue,throughput
0,"(1, 0)",0,14,0,0.56,36
1,"(1, 0)",0,43,0,1.16,83
2,"(1, 0)",0,71,0,1.12,128
3,"(1, 0)",0,106,0,1.4,171
4,"(1, 0)",2,148,0,1.68,216
5,"(2, 0)",2,236,0,3.52,216
6,"(2, 0)",5,381,0,5.8,216
7,"(2, 0)",7,572,0,7.64,216
8,"(2, 0)",11,813,0,9.64,216
9,"(2, 0)",11,1109,0,11.84,216
10,"(3, 0)",14,1405,0,11.84,266
11,"(3, 0)",13,1705,0,12.0,316
12,"(3, 0)",11,2006,0,12.04,366
13,"(3, 0)",10,2304,0,11.92,416
14,"(3, 0)",9,2608,0,12.16,466
15,"(4, 0)",18,2961,0,14.12,466
16,"(4, 0)",23,3363,0,16.08,466
17,"(4, 0)",23,3816,0,18.12,466
18,"(4, 0)",26,4317,0,20.04,466
19,"(4, 0)",29,4867,2,22.0,466
20,"(4, 1)",28,5409,6,21.68,516
21,"(4, 1)",27,5944,7,21.4,566
22,"(4, 1)",25,6467,9,20.92,616
23,"(4, 1)",25,6978,10,20.44,666
24,"(4, 1)",25,7481,11,20.12,716
25,"(4, 2)",29,8032,12,22.04,716
26,"(4, 2)",30,8627,15,23.8,716
27,"(4, 2)",30,9260,17,25.32,716
28,"(4, 2)",30,9930,27,26.8,716
29,"(4, 2)",30,10630,41,28.0,716
30,"(4, 3)",28,11295,57,26.6,766
31,"(4, 3)",28,11950,63,26.2,816
32,"(4, 3)",28,12595,65,25.8,866
33,"(4, 3)",28,13228,72,25.32,916
34,"(4, 3)",27,13855,77,25.08,966
