time,ambulance_pos,blocking,total_delay,spillbacks,avg_queue,throughput
0,"(1, 0)",2,8,0,0.32,39
1,"(1, 0)",0,23,0,0.6,81
2,"(1, 0)",0,43,0,0.8,123
3,"(1, 0)",0,70,0,1.08,168
4,"(1, 0)",0,112,0,1.68,211
5,"(2, 0)",4,201,0,3.56,212
6,"(2, 0)",1,330,0,5.16,217
7,"(2, 0)",0,499,0,6.76,218
8,"(2, 0)",0,716,0,8.68,220
9,"(2, 0)",0,992,0,11.04,221
10,"(3, 0)",9,1263,0,10.84,269
11,"(3, 0)",9,1538,0,11.0,322
12,"(3, 0)",5,1806,0,10.72,374
13,"(3, 0)",1,2073,0,10.68,427
14,"(3, 0)",0,2342,0,10.76,477
15,"(4, 0)",16,2657,0,12.6,478
16,"(4, 0)",12,3014,0,14.28,483
17,"(4, 0)",9,3417,0,16.12,488
18,"(4, 0)",6,3878,0,18.44,493
19,"(4, 0)",2,4390,1,20.48,498
20,"(4, 1)",28,4902,4,20.48,548
21,"(4, 1)",25,5405,5,20.12,600
22,"(4, 1)",23,5922,6,20.68,653
23,"(4, 1)",19,6439,8,20.68,705
24,"(4, 1)",17,6961,8,20.88,758
25,"(4, 2)",27,7524,8,22.52,763
26,"(4, 2)",22,8118,13,23.76,768
27,"(4, 2)",19,8734,22,24.64,773
28,"(4, 2)",17,9376,31,25.68,778
29,"(4, 2)",15,10033,43,26.28,783
30,"(4, 3)",28,10651,58,24.72,836
31,"(4, 3)",25,11251,62,24.0,889
32,"(4, 3)",20,11850,65,23.96,942
33,"(4, 3)",16,12428,68,23.12,995
34,"(4, 3)",12,12994,70,22.64,1048
