time,ambulance_pos,blocking,total_delay,spillbacks,avg_queue,throughput
0,"(1, 0)",0,11,0,0.44,37
1,"(1, 0)",0,36,0,1.0,78
2,"(1, 0)",0,70,0,1.36,119
3,"(1, 0)",0,109,0,1.56,163
4,"(1, 0)",0,153,0,1.76,207
5,"(2, 0)",4,237,0,3.36,210
6,"(2, 0)",0,364,0,5.08,215
7,"(2, 0)",0,542,0,7.12,216
8,"(2, 0)",0,776,0,9.36,218
9,"(2, 0)",0,1065,0,11.56,220
10,"(3, 0)",9,1349,0,11.36,272
11,"(3, 0)",7,1646,0,11.88,324
12,"(3, 0)",4,1935,0,11.56,377
13,"(3, 0)",1,2212,0,11.08,430
14,"(3, 0)",0,2482,0,10.8,479
15,"(4, 0)",12,2806,0,12.96,481
16,"(4, 0)",7,3177,0,14.84,486
17,"(4, 0)",4,3591,0,16.56,491
18,"(4, 0)",1,4044,0,18.12,496
19,"(4, 0)",0,4544,1,20.0,500
20,"(4, 1)",27,5036,3,19.68,548
21,"(4, 1)",23,5530,4,19.76,601
22,"(4, 1)",20,6016,5,19.44,654
23,"(4, 1)",18,6496,5,19.2,707
24,"(4, 1)",14,6975,6,19.16,760
25,"(4, 2)",11,7491,6,20.64,765
26,"(4, 2)",8,8050,8,22.36,770
27,"(4, 2)",6,8645,13,23.8,775
28,"(4, 2)",4,9259,19,24.56,780
29,"(4, 2)",1,9904,27,25.8,785
30,"(4, 3)",28,10520,41,24.64,838
31,"(4, 3)",23,11120,42,24.0,891
32,"(4, 3)",20,11708,46,23.52,944
33,"(4, 3)",18,12288,53,23.2,997
34,"(4, 3)",15,12864,57,23.04,1050
