time,ambulance_pos,blocking,total_delay,spillbacks,avg_queue,throughput
0,"(1, 0)",0,12,0,0.48,40
1,"(1, 0)",0,31,0,0.76,80
2,"(1, 0)",0,59,0,1.12,119
3,"(1, 0)",0,91,0,1.28,160
4,"(1, 0)",0,127,0,1.44,199
5,"(2, 0)",5,221,0,3.76,200
6,"(2, 0)",1,354,0,5.32,205
7,"(2, 0)",0,533,0,7.16,206
8,"(2, 0)",0,757,0,8.96,209
9,"(2, 0)",0,1025,0,10.72,211
10,"(3, 0)",11,1299,0,10.96,262
11,"(3, 0)",7,1574,0,11.0,313
12,"(3, 0)",4,1851,0,11.08,366
13,"(3, 0)",0,2117,0,10.64,419
14,"(3, 0)",0,2383,0,10.64,470
15,"(4, 0)",23,2687,0,12.16,472
16,"(4, 0)",19,3047,0,14.4,477
17,"(4, 0)",17,3445,0,15.92,482
18,"(4, 0)",13,3881,1,17.44,487
19,"(4, 0)",12,4352,2,18.84,492
20,"(4, 1)",21,4816,3,18.56,545
21,"(4, 1)",19,5271,3,18.2,598
22,"(4, 1)",15,5730,4,18.36,651
23,"(4, 1)",10,6179,5,17.96,704
24,"(4, 1)",8,6636,6,18.28,757
25,"(4, 2)",9,7134,8,19.92,762
26,"(4, 2)",6,7662,12,21.12,767
27,"(4, 2)",1,8231,13,22.76,772
28,"(4, 2)",0,8831,19,24.0,774
29,"(4, 2)",0,9452,27,24.84,776
30,"(4, 3)",28,10043,35,23.64,828
31,"(4, 3)",25,10624,37,23.24,881
32,"(4, 3)",22,11198,39,22.96,933
33,"(4, 3)",18,11761,41,22.52,985
34,"(4, 3)",14,12320,43,22.36,1038
